type,fixed acidity,citric acid,residual sugar,free sulfur dioxide,total sulfur dioxide,density,volatile acidity,chlorides,sulphates,pH,alcohol,quality_label
white,6.8,0.37,1.5,37.0,93.0,0.992,0.18,0.027,0.45,3.3,10.8,1
white,7.0,0.37,1.5,26.0,75.0,0.9922,0.17,0.028,0.46,3.3,10.8,1
white,6.4,0.38,7.8,35.0,192.0,0.9955,0.3,0.046,0.37,3.1,9.0,0
white,5.0,0.16,1.5,10.0,97.0,0.9917,0.33,0.049,0.44,3.48,10.7,1
white,5.0,0.16,1.5,10.0,97.0,0.9917,0.33,0.049,0.44,3.48,10.7,1
white,8.9,0.32,1.5,11.0,200.0,0.9954,0.33,0.047,0.46,3.19,9.4,0
white,7.0,0.46,15.55,61.0,171.0,0.9986,0.26,0.037,0.35,2.94,8.8,1
white,6.4,0.38,7.8,35.0,192.0,0.9955,0.3,0.046,0.37,3.1,9.0,0
white,6.3,0.4,1.7,48.0,134.0,0.9917,0.21,0.031,0.49,3.42,11.5,1
white,8.0,0.46,1.5,30.0,125.0,0.9907,0.23,0.03,0.47,3.23,12.5,1
white,9.2,0.41,1.0,14.0,59.0,0.9922,0.28,0.042,0.25,2.96,10.5,1
white,7.3,0.39,6.7,28.0,188.0,0.9958,0.27,0.064,0.3,3.29,9.7,0
white,7.6,0.36,1.6,32.0,155.0,0.993,0.32,0.04,0.52,3.23,11.3,1
white,5.0,0.16,1.5,10.0,97.0,0.9917,0.33,0.049,0.44,3.48,10.7,1
white,9.7,0.45,1.2,11.0,59.0,0.9926,0.24,0.033,0.47,2.74,10.8,1
white,8.0,0.42,7.1,41.0,169.0,0.9959,0.28,0.045,0.43,3.17,10.6,0
white,8.2,0.36,1.0,17.0,93.0,0.9906,0.37,0.034,0.32,3.04,11.7,2
white,8.0,0.38,12.1,24.0,220.0,0.9993,0.61,0.301,0.48,2.94,9.2,0
white,7.2,0.44,7.1,25.0,126.0,0.993,0.26,0.027,0.34,3.02,11.1,2
white,8.2,0.36,1.0,17.0,93.0,0.9906,0.37,0.034,0.32,3.04,11.7,2
white,6.4,0.33,1.15,15.5,217.5,0.992,0.23,0.044,0.44,3.33,11.0,1
white,5.9,0.32,6.0,50.0,127.0,0.992,0.4,0.034,0.58,3.51,12.5,1
white,7.6,0.39,1.2,21.0,115.0,0.994,0.28,0.038,0.67,3.16,10.0,1
white,8.0,0.42,7.1,41.0,169.0,0.9959,0.28,0.045,0.43,3.17,10.6,0
white,7.2,0.39,2.3,29.0,102.0,0.9908,0.23,0.033,0.54,3.26,12.3,1
white,6.8,0.37,3.4,19.0,87.0,0.9902,0.32,0.023,0.53,3.14,12.7,1
white,7.2,0.39,2.3,29.0,102.0,0.9908,0.23,0.033,0.54,3.26,12.3,1
white,6.9,0.38,6.5,20.0,110.0,0.9943,0.18,0.039,0.42,3.1,10.5,0
white,9.4,0.53,1.2,25.0,109.0,0.9921,0.26,0.047,0.28,3.23,12.5,1
white,8.3,0.42,1.15,18.0,96.0,0.9911,0.33,0.033,0.32,3.2,12.4,0
white,7.3,0.3,13.0,46.0,238.0,0.9986,0.29,0.043,0.41,3.06,8.7,1
white,7.9,0.37,4.5,40.0,114.0,0.992,0.41,0.03,0.54,3.17,12.4,1
white,7.9,0.37,5.85,27.0,93.0,0.992,0.44,0.033,0.54,3.16,12.6,1
white,7.7,0.3,5.2,29.0,131.0,0.9943,0.39,0.037,0.44,3.38,11.0,1
white,7.7,0.31,1.3,47.0,155.0,0.9937,0.26,0.043,0.5,3.42,10.1,1
white,7.8,0.31,1.7,46.0,195.0,0.993,0.32,0.036,0.48,3.03,10.5,0
white,6.8,0.37,3.4,19.0,87.0,0.9902,0.32,0.023,0.53,3.14,12.7,1
white,7.3,0.39,3.6,35.0,116.0,0.9928,0.24,0.024,0.51,3.17,10.9,0
white,7.1,0.37,2.7,35.0,128.0,0.9896,0.44,0.041,0.43,3.07,13.5,1
white,7.9,0.28,1.8,44.0,178.0,0.9954,0.14,0.041,0.43,3.45,9.2,1
white,7.4,0.42,2.1,33.0,187.0,0.9938,0.18,0.036,0.41,3.4,10.6,1
white,8.1,0.42,6.6,36.0,141.0,0.9918,0.43,0.033,0.39,2.98,13.3,1
white,7.1,0.37,2.7,35.0,128.0,0.9896,0.44,0.041,0.43,3.07,13.5,1
white,6.4,0.22,5.1,23.0,131.0,0.9944,0.26,0.037,0.32,3.29,10.1,0
white,8.0,0.4,5.2,41.0,167.0,0.9953,0.2,0.055,0.4,3.18,10.6,1
white,7.2,0.34,1.1,25.0,80.0,0.992,0.21,0.046,0.4,3.25,11.3,1
white,7.2,0.31,1.1,20.0,73.0,0.9925,0.18,0.045,0.4,3.32,10.8,1
white,8.4,0.44,10.7,46.0,195.0,0.9981,0.57,0.051,0.51,3.15,10.4,0
white,5.3,0.23,5.15,48.0,160.0,0.9952,0.26,0.034,0.51,3.82,10.5,1
white,5.7,0.33,1.1,28.0,150.0,0.9927,0.245,0.049,0.42,3.13,9.3,0
white,5.6,0.32,1.1,24.0,152.0,0.9927,0.245,0.047,0.42,3.12,9.3,1
white,7.3,0.41,1.8,52.0,165.0,0.9911,0.25,0.037,0.39,3.29,12.2,1
white,6.4,0.34,1.8,29.0,104.0,0.9959,0.22,0.057,0.57,3.81,10.3,1
white,7.3,0.65,1.4,28.0,157.0,0.9946,0.18,0.046,0.62,3.33,9.4,1
white,6.4,0.27,6.7,88.0,223.0,0.9948,0.17,0.036,0.35,3.28,10.2,1
white,6.9,0.16,6.8,65.0,212.0,0.9955,0.29,0.034,0.39,3.08,9.0,1
white,6.2,0.38,6.8,64.0,245.0,0.9951,0.21,0.036,0.36,3.06,9.3,1
white,6.4,0.3,7.1,63.0,236.0,0.9952,0.23,0.037,0.34,3.06,9.2,1
white,7.3,0.68,1.5,31.0,156.0,0.9946,0.19,0.05,0.64,3.32,9.4,1
white,7.3,0.65,1.4,28.0,157.0,0.9946,0.18,0.046,0.62,3.33,9.4,1
white,9.6,0.46,1.45,77.5,223.0,0.9944,0.29,0.039,0.46,2.92,9.5,1
white,7.2,0.35,1.2,15.0,73.0,0.9938,0.14,0.036,0.39,3.46,9.9,0
white,6.9,0.34,7.4,36.0,174.0,0.9963,0.31,0.059,0.62,3.46,11.1,1
white,7.5,0.34,4.2,36.0,116.0,0.991,0.28,0.028,0.41,2.99,12.3,2
white,8.0,0.42,14.6,45.0,163.0,1.0003,0.22,0.044,0.69,3.21,8.6,1
white,7.6,0.29,10.5,21.0,145.0,0.9966,0.31,0.04,0.35,3.04,9.4,0
white,8.4,0.56,13.8,55.0,190.0,0.9993,0.35,0.048,0.58,3.07,9.4,1
white,8.0,0.42,14.6,45.0,163.0,1.0003,0.22,0.044,0.69,3.21,8.6,1
white,8.1,0.47,1.1,23.0,126.0,0.9938,0.5,0.037,0.42,3.21,10.9,0
white,7.0,0.31,5.3,32.0,162.0,0.9965,0.39,0.169,0.48,3.2,9.4,0
white,8.1,0.47,1.1,23.0,126.0,0.9938,0.5,0.037,0.42,3.21,10.9,0
white,8.4,0.56,13.8,55.0,190.0,0.9993,0.35,0.048,0.58,3.07,9.4,1
white,6.2,0.27,1.5,20.0,132.0,0.9938,0.22,0.064,0.46,3.22,9.2,1
white,8.0,0.42,14.6,45.0,163.0,1.0003,0.22,0.044,0.69,3.21,8.6,1
white,7.6,0.29,10.5,21.0,145.0,0.9966,0.31,0.04,0.35,3.04,9.4,0
white,7.0,0.36,4.9,10.0,133.0,0.9942,0.24,0.083,0.37,3.33,10.8,1
white,6.6,0.3,1.9,14.0,153.0,0.9928,0.27,0.025,0.62,3.29,10.5,1
white,7.8,0.41,1.7,29.0,140.0,0.991,0.16,0.026,0.78,3.02,12.5,1
white,7.7,0.34,1.8,26.0,168.0,0.9911,0.27,0.028,0.48,2.99,12.1,1
white,8.0,0.36,8.8,50.0,151.0,0.9927,0.45,0.026,0.25,3.07,12.7,2
white,7.7,0.34,1.8,26.0,168.0,0.9911,0.27,0.028,0.48,2.99,12.1,1
white,7.8,0.41,1.7,29.0,140.0,0.991,0.16,0.026,0.78,3.02,12.5,1
white,6.6,0.29,1.8,40.0,147.0,0.9912,0.16,0.05,0.44,3.06,11.4,1
white,8.3,0.4,1.6,35.0,110.0,0.9907,0.21,0.032,0.6,3.02,12.9,1
white,7.2,0.33,1.4,29.0,109.0,0.9902,0.32,0.029,0.51,3.15,12.8,1
white,6.6,0.3,1.6,15.0,78.0,0.992,0.16,0.034,0.44,3.38,11.2,1
white,8.4,0.33,1.5,16.0,98.0,0.994,0.16,0.033,0.42,3.14,9.7,1
white,7.5,0.32,9.2,54.0,191.0,0.9966,0.23,0.038,0.56,3.04,9.7,1
white,6.2,0.3,1.1,14.0,79.0,0.993,0.17,0.037,0.54,3.5,10.3,1
white,6.9,0.22,4.3,10.0,102.0,0.993,0.39,0.03,0.87,3.0,11.6,0
white,6.9,0.22,4.2,10.0,102.0,0.993,0.41,0.031,0.86,3.0,11.6,0
white,7.5,0.32,9.2,54.0,191.0,0.9966,0.23,0.038,0.56,3.04,9.7,1
white,7.5,0.33,5.0,30.0,131.0,0.9942,0.38,0.045,0.44,3.32,10.9,1
white,7.3,0.38,6.8,29.0,122.0,0.9925,0.42,0.045,0.37,3.19,12.6,1
white,7.3,0.39,5.2,45.0,163.0,0.9925,0.34,0.04,0.47,3.3,12.4,1
white,7.8,0.28,4.75,45.0,166.0,0.9928,0.23,0.042,0.4,2.96,11.5,0
white,9.0,0.38,5.9,52.0,159.0,0.995,0.245,0.045,0.35,2.93,10.2,1
white,6.9,0.4,7.7,51.0,176.0,0.9939,0.2,0.032,0.27,3.22,11.4,0
white,7.4,0.42,6.4,39.0,212.0,0.9958,0.19,0.067,0.33,3.3,9.6,1
white,8.2,0.36,8.1,60.0,163.0,0.9952,0.2,0.035,0.3,3.05,10.3,1
white,7.9,0.45,1.8,17.0,114.0,0.9948,0.14,0.05,0.49,3.33,10.7,1
white,6.8,0.4,1.8,34.0,105.0,0.99,0.24,0.047,0.49,3.13,12.8,2
white,9.7,0.59,1.5,23.0,142.0,0.9958,0.14,0.049,0.62,2.98,9.5,0
white,9.2,0.68,1.6,22.0,130.0,0.9948,0.15,0.046,0.45,3.02,10.4,1
white,9.4,0.55,1.6,14.0,94.0,0.9949,0.17,0.049,0.61,3.02,10.3,1
white,5.2,0.08,13.5,37.0,142.0,0.997,0.365,0.041,0.39,3.46,9.9,1
white,6.3,0.22,3.75,37.0,116.0,0.9927,0.23,0.039,0.5,3.23,10.7,1
white,9.6,0.54,1.3,16.0,160.0,0.9938,0.25,0.04,0.43,2.94,10.5,0
white,9.2,0.42,1.3,14.0,186.0,0.9949,0.32,0.046,0.48,3.08,9.6,0
white,6.4,0.4,6.2,46.0,169.0,0.9953,0.31,0.04,0.46,3.15,9.3,1
white,8.1,0.36,9.7,63.0,162.0,0.997,0.2,0.044,0.46,3.1,10.0,1
white,7.9,0.26,2.0,40.0,190.0,0.9932,0.255,0.026,0.39,3.04,11.2,1
white,7.0,0.34,1.4,21.0,177.0,0.9927,0.15,0.039,0.62,3.32,10.8,0
white,6.4,0.31,1.1,25.0,96.0,0.9932,0.15,0.044,0.51,3.54,10.3,1
white,6.4,0.53,6.6,59.0,234.0,0.9955,0.25,0.038,0.42,3.03,8.8,0
white,7.6,0.42,1.5,6.0,114.0,0.9914,0.19,0.044,0.74,3.04,12.8,1
white,7.3,0.37,4.6,17.0,114.0,0.991,0.43,0.028,0.43,3.23,13.2,1
white,5.1,0.3,0.9,28.0,152.0,0.992,0.31,0.037,0.56,3.54,10.1,1
white,6.2,0.26,1.7,40.0,161.0,0.9924,0.2,0.093,0.66,3.44,11.0,0
white,6.9,0.35,1.3,21.0,182.0,0.9927,0.16,0.043,0.62,3.25,10.8,1
white,7.7,0.48,2.3,28.0,114.0,0.9911,0.32,0.04,0.52,3.2,12.8,1
white,6.8,0.33,1.5,44.0,167.0,0.9928,0.26,0.047,0.44,3.12,10.5,1
white,5.2,0.33,1.2,13.0,81.0,0.9902,0.37,0.028,0.38,3.37,11.7,1
white,8.4,0.43,2.1,20.0,104.0,0.994,0.19,0.052,0.46,2.85,9.5,0
white,8.3,0.41,2.2,24.0,108.0,0.994,0.21,0.05,0.45,2.85,9.5,0
white,6.8,0.32,8.8,24.0,110.0,0.9972,0.15,0.058,0.4,3.4,8.8,1
white,7.9,0.64,17.0,69.0,210.0,1.0004,0.16,0.05,0.51,3.15,9.3,1
white,7.8,0.39,1.8,62.0,180.0,0.991,0.21,0.034,0.75,3.09,12.6,2
white,9.0,0.5,1.2,26.0,107.0,0.9918,0.24,0.048,0.34,3.21,12.4,1
white,5.7,0.24,2.3,60.0,189.0,0.995,0.21,0.047,0.72,3.65,10.1,1
white,7.8,0.36,7.0,38.0,161.0,0.9941,0.29,0.042,0.37,3.26,11.2,2
white,6.7,0.3,6.4,40.0,251.0,0.9956,0.18,0.048,0.52,3.29,10.0,0
white,6.7,0.3,6.4,40.0,251.0,0.9956,0.18,0.048,0.52,3.29,10.0,0
white,8.4,0.27,12.15,37.0,116.0,0.9959,0.58,0.033,0.39,2.99,10.8,1
white,7.2,0.32,0.8,50.0,121.0,0.9922,0.16,0.04,0.33,3.27,10.0,1
white,7.6,0.23,2.0,13.0,151.0,0.9931,0.54,0.029,0.33,3.04,10.4,0
white,8.4,0.27,12.15,37.0,116.0,0.9959,0.58,0.033,0.39,2.99,10.8,1
white,6.6,0.31,12.4,52.0,181.0,0.9984,0.25,0.059,0.47,3.51,9.8,1
white,7.3,0.37,1.9,51.0,165.0,0.9908,0.23,0.041,0.4,3.26,12.2,2
white,7.3,0.37,1.1,36.0,113.0,0.991,0.39,0.043,0.48,3.39,12.7,2
white,7.0,0.39,6.2,46.0,163.0,0.9928,0.46,0.039,0.35,3.21,12.2,1
white,8.2,0.4,6.3,35.0,162.0,0.9936,0.35,0.039,0.34,3.15,11.9,1
white,7.8,0.36,7.0,38.0,161.0,0.9941,0.29,0.042,0.37,3.26,11.2,2
white,9.2,0.39,0.9,15.0,61.0,0.9924,0.35,0.042,0.28,2.96,10.4,0
white,8.0,0.39,3.9,22.0,122.0,0.9917,0.57,0.034,0.67,3.29,12.8,1
white,6.5,0.33,3.9,40.0,130.0,0.9906,0.37,0.027,0.39,3.28,12.7,1
white,5.7,0.24,2.3,60.0,189.0,0.995,0.21,0.047,0.72,3.65,10.1,1
white,6.7,0.3,6.4,40.0,251.0,0.9956,0.18,0.048,0.52,3.29,10.0,0
white,7.8,0.3,1.8,43.0,179.0,0.9955,0.13,0.04,0.41,3.43,9.0,0
white,7.6,0.41,1.1,38.0,143.0,0.9907,0.19,0.04,0.42,2.92,11.4,0
white,7.3,0.41,15.4,55.0,191.0,1.0,0.22,0.05,0.59,3.32,8.9,1
white,6.3,0.4,6.5,43.0,167.0,0.9953,0.29,0.039,0.44,3.15,9.3,1
white,6.8,0.32,2.4,35.0,103.0,0.9911,0.35,0.048,0.46,3.28,12.0,2
white,6.5,0.32,1.4,31.0,132.0,0.9922,0.19,0.04,0.54,3.36,10.8,1
white,6.2,0.26,5.7,56.0,158.0,0.9951,0.12,0.044,0.37,3.52,10.5,1
white,6.0,0.28,5.7,56.0,189.5,0.9948,0.13,0.038,0.43,3.59,10.6,1
white,6.4,0.33,1.4,42.0,115.0,0.9906,0.25,0.04,0.48,3.19,11.3,1
white,6.9,0.16,1.4,15.0,96.0,0.994,0.32,0.051,0.38,3.22,9.5,0
white,7.6,0.41,1.1,38.0,143.0,0.9907,0.19,0.04,0.42,2.92,11.4,0
white,6.7,0.28,1.2,35.0,140.0,0.9927,0.13,0.046,0.33,3.33,10.1,1
white,7.0,0.41,0.9,22.0,95.0,0.9914,0.14,0.037,0.43,3.25,10.9,1
white,7.6,0.24,3.8,19.0,115.0,0.9958,0.27,0.058,0.45,3.15,8.9,0
white,7.3,0.41,15.4,55.0,191.0,1.0,0.22,0.05,0.59,3.32,8.9,1
white,7.4,0.47,14.15,42.0,185.0,0.9984,0.64,0.168,0.49,2.9,9.3,0
white,7.6,0.39,1.9,23.0,116.0,0.9941,0.28,0.052,0.4,3.25,10.4,1
white,8.3,0.41,9.2,41.0,162.0,0.9944,0.26,0.042,0.38,3.1,12.0,1
white,6.9,0.34,2.7,24.0,121.0,0.9902,0.23,0.032,0.38,3.14,12.4,1
white,6.2,0.32,1.7,30.0,130.0,0.9911,0.3,0.032,0.41,3.28,11.2,1
white,6.9,0.41,1.7,6.0,134.0,0.9929,0.27,0.047,0.69,3.15,11.4,1
white,6.9,0.41,1.7,10.0,136.0,0.993,0.28,0.05,0.71,3.16,11.4,1
white,6.9,0.3,1.6,46.0,132.0,0.9918,0.28,0.047,0.38,3.35,11.1,1
white,6.9,0.2,0.9,5.0,126.0,0.992,0.46,0.054,0.42,3.1,10.4,1
white,6.9,0.32,8.5,36.0,152.0,0.9932,0.38,0.044,0.35,3.38,12.0,1
white,5.7,0.3,5.7,24.0,98.0,0.992,0.43,0.039,0.61,3.54,12.3,1
white,6.6,0.16,3.1,28.0,92.0,0.994,0.56,0.045,0.35,3.12,9.1,1
white,7.1,0.56,1.3,25.0,102.0,0.9923,0.36,0.046,0.33,3.24,10.5,1
white,6.8,0.4,1.6,5.0,133.0,0.993,0.23,0.047,0.7,3.23,11.4,1
white,6.2,0.29,1.3,26.0,138.0,0.9956,0.33,0.042,0.64,3.77,9.5,0
white,5.6,0.13,4.5,17.0,116.0,0.9907,0.49,0.039,0.9,3.42,13.7,1
white,6.6,0.33,2.8,15.0,85.0,0.99,0.42,0.034,0.51,3.28,13.4,1
white,7.3,0.29,1.2,12.0,143.0,0.9918,0.18,0.044,0.48,3.2,11.3,1
white,8.1,0.4,0.9,73.0,180.0,0.9926,0.19,0.037,0.34,3.06,10.0,1
white,5.9,0.26,7.4,33.0,123.0,0.995,0.19,0.034,0.42,3.49,10.1,1
white,6.2,0.47,1.4,23.0,81.0,0.99,0.16,0.029,0.42,3.26,12.2,1
white,6.6,0.33,2.8,15.0,85.0,0.99,0.42,0.034,0.51,3.28,13.4,1
white,5.7,0.3,4.6,19.0,101.0,0.9946,0.135,0.042,0.42,3.31,9.3,1
white,5.6,0.13,4.5,17.0,116.0,0.9907,0.49,0.039,0.9,3.42,13.7,1
white,6.9,0.33,1.6,27.0,98.0,0.9898,0.19,0.039,0.46,3.09,12.3,1
white,7.3,0.29,1.2,12.0,143.0,0.9918,0.18,0.044,0.48,3.2,11.3,1
white,7.3,0.36,13.1,35.0,200.0,0.9986,0.25,0.05,0.46,3.04,8.9,1
white,7.3,0.36,13.1,35.0,200.0,0.9986,0.25,0.05,0.46,3.04,8.9,1
white,7.0,0.34,5.7,32.0,83.0,0.9928,0.2,0.035,0.46,3.19,11.5,1
white,7.3,0.36,13.1,35.0,200.0,0.9986,0.25,0.05,0.46,3.04,8.9,1
white,6.3,0.48,12.6,57.0,222.0,0.9979,0.67,0.052,0.52,3.17,9.3,1
white,7.4,0.29,5.4,31.0,122.0,0.994,0.4,0.044,0.5,3.3,11.1,2
white,7.1,0.31,2.2,29.0,128.0,0.9937,0.26,0.044,0.64,3.34,10.9,2
white,9.0,0.48,6.6,11.0,73.0,0.9938,0.31,0.043,0.38,2.9,11.6,0
white,6.3,0.24,6.9,9.0,117.0,0.9942,0.39,0.069,0.35,3.15,10.2,0
white,8.2,0.36,6.8,12.0,90.0,0.9944,0.22,0.034,0.38,3.01,10.5,2
white,7.1,0.28,3.6,16.0,78.0,0.993,0.19,0.033,0.78,2.91,11.4,1
white,7.3,0.36,13.1,35.0,200.0,0.9986,0.25,0.05,0.46,3.04,8.9,1
white,7.9,0.34,1.2,29.0,118.0,0.9932,0.2,0.04,0.41,3.14,10.6,1
white,7.1,0.32,5.9,39.0,97.0,0.9934,0.26,0.037,0.4,3.31,11.6,1
white,7.0,0.34,5.7,32.0,83.0,0.9928,0.2,0.035,0.46,3.19,11.5,1
white,6.9,0.33,4.1,26.0,155.0,0.9925,0.3,0.035,0.79,3.25,12.3,2
white,8.1,0.49,7.1,22.0,124.0,0.9944,0.29,0.042,0.41,3.14,10.8,1
white,5.8,0.3,1.4,55.0,130.0,0.9909,0.17,0.037,0.38,3.29,11.3,1
white,5.9,0.02,0.8,22.0,63.0,0.9932,0.415,0.038,0.36,3.36,9.3,0
white,6.6,0.26,1.3,16.0,128.0,0.9934,0.23,0.045,0.6,3.36,10.0,1
white,9.2,0.49,11.8,29.0,137.0,0.998,0.28,0.042,0.34,3.1,10.1,0
white,6.2,0.49,4.5,17.0,90.0,0.9919,0.18,0.047,0.37,3.27,11.6,1
white,5.3,0.24,1.1,25.0,105.0,0.9925,0.165,0.051,0.47,3.32,9.1,0
white,8.1,0.49,7.1,22.0,124.0,0.9944,0.29,0.042,0.41,3.14,10.8,1
white,6.8,0.49,0.9,26.0,128.0,0.991,0.22,0.052,0.35,3.25,11.4,1
white,7.2,0.49,1.0,34.0,140.0,0.99,0.22,0.045,0.34,3.05,12.7,1
white,7.4,0.49,1.1,35.0,156.0,0.9917,0.25,0.042,0.55,3.13,11.3,0
white,8.2,0.49,1.1,28.0,81.0,0.9923,0.18,0.033,0.68,3.0,10.4,1
white,6.1,0.49,1.5,18.0,87.0,0.9928,0.22,0.051,0.46,3.3,9.6,0
white,7.0,0.24,1.0,8.0,119.0,0.9923,0.39,0.048,0.31,3.0,10.1,0
white,6.1,0.49,1.5,18.0,87.0,0.9928,0.22,0.051,0.46,3.3,9.6,0
white,6.5,0.49,2.9,16.0,94.0,0.9902,0.36,0.03,0.49,3.1,12.1,1
white,7.1,0.49,1.2,32.0,99.0,0.9893,0.29,0.031,0.33,3.07,12.2,1
white,7.4,0.49,1.1,35.0,156.0,0.9917,0.25,0.042,0.55,3.13,11.3,0
white,6.9,0.24,14.2,19.0,94.0,0.9982,0.23,0.053,0.5,3.17,9.6,0
white,8.2,0.49,1.1,28.0,81.0,0.9923,0.18,0.033,0.68,3.0,10.4,1
white,6.3,0.49,7.1,67.0,210.0,0.9951,0.23,0.05,0.34,3.23,9.5,0
white,6.1,0.49,7.6,67.0,226.0,0.9956,0.25,0.052,0.47,3.16,8.9,0
white,7.2,0.24,1.4,17.0,117.0,0.9928,0.31,0.057,0.35,3.16,10.5,0
white,8.0,0.49,1.2,27.0,117.0,0.9938,0.25,0.061,0.34,3.08,9.4,0
white,7.0,0.49,5.3,34.0,125.0,0.9914,0.18,0.04,0.4,3.24,12.2,1
white,7.8,0.49,13.0,37.0,158.0,0.9955,0.43,0.033,0.35,3.14,11.3,1
white,6.3,0.49,1.2,35.0,92.0,0.9911,0.27,0.063,0.42,3.38,12.2,1
white,7.4,0.49,1.2,18.0,150.0,0.9917,0.16,0.055,0.47,3.23,11.2,1
white,7.4,0.49,1.2,18.0,150.0,0.9917,0.16,0.055,0.47,3.23,11.2,1
white,6.9,0.49,6.6,49.0,172.0,0.9932,0.19,0.036,0.27,3.2,11.5,1
white,7.8,0.49,13.0,37.0,158.0,0.9955,0.43,0.033,0.35,3.14,11.3,1
white,7.2,0.49,1.1,11.0,138.0,0.9929,0.4,0.048,0.42,3.01,9.3,0
white,7.8,0.49,13.0,37.0,158.0,0.9955,0.43,0.033,0.35,3.14,11.3,1
white,7.6,0.49,14.0,37.0,156.0,0.9958,0.52,0.034,0.38,3.14,11.8,1
white,8.3,0.49,19.8,50.0,231.0,1.0012,0.21,0.054,0.54,2.99,9.2,0
white,6.3,0.49,1.2,35.0,92.0,0.9911,0.27,0.063,0.42,3.38,12.2,1
white,7.9,0.49,4.5,27.0,133.0,0.9946,0.11,0.048,0.42,3.24,10.6,1
white,6.4,0.49,5.4,54.0,164.0,0.9946,0.145,0.048,0.44,3.56,10.8,1
white,7.4,0.49,1.2,18.0,150.0,0.9917,0.16,0.055,0.47,3.23,11.2,1
white,8.3,0.49,1.2,11.0,137.0,0.9918,0.19,0.051,0.46,3.06,11.0,1
white,8.0,0.49,9.1,46.0,151.0,0.9926,0.44,0.031,0.27,3.16,12.7,2
white,6.9,0.49,6.6,49.0,172.0,0.9932,0.19,0.036,0.27,3.2,11.5,1
white,7.1,0.49,3.0,30.0,96.0,0.9903,0.25,0.03,0.39,3.13,12.3,1
white,6.5,0.24,1.6,15.0,60.0,0.9928,0.24,0.046,0.39,3.19,9.8,0
white,7.2,0.49,1.1,11.0,138.0,0.9929,0.4,0.048,0.42,3.01,9.3,0
white,7.6,0.49,14.0,37.0,156.0,0.9958,0.52,0.034,0.38,3.14,11.8,1
white,7.8,0.49,13.0,37.0,158.0,0.9955,0.43,0.033,0.35,3.14,11.3,1
white,7.8,0.49,1.35,6.0,48.0,0.9911,0.21,0.052,0.28,3.15,11.4,0
white,7.0,0.49,5.9,39.0,128.0,0.9938,0.2,0.038,0.48,3.21,10.8,1
white,6.9,0.24,3.6,13.0,85.0,0.9942,0.25,0.057,0.48,2.99,9.5,0
white,7.2,0.49,1.3,18.0,148.0,0.9945,0.08,0.05,0.44,3.46,10.2,1
white,7.1,0.49,8.7,40.0,184.0,0.9962,0.85,0.028,0.36,3.22,10.7,0
white,7.6,0.24,1.2,10.0,104.0,0.992,0.51,0.04,0.29,3.05,10.8,1
white,7.9,0.24,4.6,39.0,159.0,0.9927,0.22,0.044,0.28,2.99,11.5,1
white,7.7,0.49,2.0,20.0,124.0,0.9948,0.16,0.056,0.49,3.32,10.7,1
white,7.2,0.49,1.3,18.0,148.0,0.9945,0.08,0.05,0.44,3.46,10.2,1
white,6.6,0.24,1.7,26.0,124.0,0.9942,0.25,0.048,0.6,3.37,10.1,1
white,6.7,0.49,2.4,57.0,187.0,0.9952,0.16,0.046,0.81,3.62,10.4,1
white,6.9,0.24,3.6,13.0,85.0,0.9942,0.25,0.057,0.48,2.99,9.5,0
white,7.5,0.24,4.6,8.0,134.0,0.9958,0.32,0.053,0.5,3.14,9.1,0
white,7.4,0.49,1.5,20.0,126.0,0.9918,0.28,0.034,0.39,2.98,10.6,1
white,6.2,0.49,0.9,17.0,51.0,0.9932,0.15,0.033,0.7,3.3,9.4,1
white,5.6,0.49,1.1,28.0,117.0,0.9918,0.185,0.03,0.45,3.55,10.3,1
white,7.5,0.49,1.3,8.0,97.0,0.9918,0.2,0.031,0.62,3.06,11.1,0
white,8.0,0.49,9.4,47.0,188.0,0.9964,0.3,0.046,0.48,3.14,10.0,0
white,8.0,0.49,9.0,39.0,180.0,0.9936,0.34,0.033,0.38,3.13,12.3,2
white,7.7,0.49,8.65,42.0,186.0,0.9931,0.35,0.033,0.38,3.14,12.4,2
white,7.6,0.49,9.6,45.0,197.0,0.9938,0.29,0.03,0.38,3.13,12.3,1
white,6.7,0.24,1.1,6.0,62.0,0.9934,0.62,0.039,0.32,3.41,10.4,0
white,6.8,0.49,1.2,35.0,126.0,0.99,0.27,0.044,0.48,3.13,12.1,1
white,7.7,0.49,1.8,23.0,86.0,0.9914,0.27,0.041,0.42,3.16,12.5,1
white,6.7,0.24,2.1,14.0,155.0,0.9904,0.51,0.043,0.6,3.22,13.0,1
white,7.4,0.49,9.3,26.0,132.0,0.994,0.19,0.03,0.32,2.99,11.0,1
white,8.3,0.49,1.7,34.0,169.0,0.9938,0.2,0.04,0.37,3.05,10.1,0
white,6.6,0.24,1.2,17.0,121.0,0.9933,0.3,0.034,0.36,3.13,9.2,0
white,6.8,0.24,4.6,24.0,124.0,0.9909,0.36,0.039,0.34,3.27,12.6,1
white,9.2,0.49,1.5,39.0,130.0,0.9945,0.18,0.041,0.49,3.04,9.8,1
white,8.1,0.49,8.1,51.0,205.0,0.9954,0.2,0.051,0.52,3.1,11.0,1
white,6.8,0.49,14.5,50.0,170.0,0.9991,0.21,0.06,0.44,3.55,9.8,1
white,7.9,0.49,1.6,15.0,144.0,0.993,0.2,0.053,0.47,3.16,10.5,0
