fixed acidity,citric acid,residual sugar,free sulfur dioxide,total sulfur dioxide,density,volatile acidity,chlorides,sulphates,pH,alcohol,quality_label,type
5.055263822907545,0.22249978941261095,1.9447361770924556,18.35525539941198,53.50004211747781,0.9917644744600588,0.4596057397504068,0.05861840442731139,0.7473685097210059,3.7052629805579884,13.89868299133617,2,red
7.793028182967612,0.331442254637409,2.3502394561546573,9.925492706582979,18.49760543845343,0.9927436562866792,0.5014901458683404,0.07557211273187045,0.7157211273187044,3.208557745362591,12.73629582208988,2,red
10.015626728512515,0.4843751152341677,2.3392863727666726,5.32589203404166,14.696431863833363,0.996535180250555,0.37281244238291616,0.06934821593191669,0.6630356813616664,3.215178406808332,11.228124423829161,2,red
8.433066638185146,0.2194909032651436,2.1848969748754277,36.30206050249144,53.34496932153147,0.9942678375713558,0.48079515552845664,0.07017963613060575,0.7083466680907426,3.3218763698505134,12.441018193469713,2,red
7.517125567293895,0.37795547870583446,2.7248584395289006,15.0,32.6242921976445,0.9958888342337404,0.3664089042588331,0.06596680354352238,0.8053036524705562,3.2843643829646676,11.979554787058344,2,red
7.518483586312469,0.30947868690499747,1.9658770208374559,14.867295446375568,22.34122979162544,0.9937539804023702,0.4026540910724886,0.07447393434524988,0.7047393434524987,3.230521313095003,11.802844193462393,2,red
5.767617050096698,0.07794805480899175,2.0007127875725237,26.55040764530955,81.42464478965212,0.9915247961773452,0.4743890054110259,0.04779124154303655,0.8244602841682782,3.4832739343689565,13.866191474951652,2,red
5.876673813521213,0.09932011458421636,1.6646445172811608,12.360878887201583,81.8650589175731,0.9929894355157626,0.7898535187997362,0.04896966775921741,0.8248117184960211,3.5347384778958895,12.887970703759947,2,red
9.083015284190534,0.4926407478904883,2.4037691052381662,6.0,15.01884552619083,0.9959086736904953,0.34754770737142004,0.075245229262858,0.8288668942047782,3.2292461789523665,11.7,2,red
7.284655249308977,0.3388503215186658,1.7423276246544883,3.115438976330423,13.15391863510723,0.9960153918635107,0.3288456102366958,0.06173111351675934,1.0930736614201748,3.2269216272978554,10.065415419920573,2,red
8.621396403357105,0.39454673571338505,1.8267455041963825,6.0,12.133727520981912,0.9951931644252036,0.4167905394964341,0.0683209460503566,0.696151465965168,3.344650899160724,11.7,2,red
9.97959908573436,0.5376878963832277,1.8995466463496524,41.93653048895135,74.05893597454518,0.9944931805795721,0.2610427133957993,0.08282319207636446,0.6308613719356603,2.9823574389818073,11.809973780307647,2,red
12.316093086626081,0.6916093086626082,2.2597698764997722,5.850575308750569,27.0574790137574,0.9984758629631258,0.3159769876499772,0.07170115061750114,0.7945978024875967,2.9203446666373463,9.979309629499317,2,red
9.497335060365948,0.4498223373577299,2.1418419277584566,5.572697590301929,13.709209638792283,0.9960316969157841,0.39008883132113503,0.06885460481939615,0.6729079036120772,3.264539518060386,11.40088831321135,2,red
7.876807601855548,0.37418812686552827,3.2984988241221265,19.40655564744585,38.85539185155615,0.9965740779380786,0.40102327591779396,0.07498498824122127,0.8321691222266578,3.375511637958897,12.776807601855548,2,red
7.796653701990824,0.4415773990505382,3.501147019295571,14.865200480857597,39.29159182542086,0.9970798274520674,0.3724665865237339,0.07651720528943357,0.8582026730781013,3.3594359663399684,12.804493317304747,2,red
7.454339412778718,0.31738861208918956,1.995621886003383,16.78264234888513,25.412824732246655,0.9945279911474836,0.35891321174442564,0.07443471530222974,0.7173886120891896,3.251954670811318,11.552150355780409,2,red
6.936139397584249,0.36228248826847886,2.050951036778533,15.688182609395362,44.65014113825405,0.9934832862872487,0.3919769297718069,0.06305706220671196,0.7603804147114132,3.506005645530162,12.93002822765081,2,red
5.647496696953075,0.28089452822861527,2.017039386761923,17.892439860475005,48.21086438999808,0.9922963785366673,0.41062833728094233,0.06102236320571538,0.7468157547047692,3.6484345755999232,13.642172877999617,2,red
10.093668342419974,0.48957788949466496,2.3690165113980854,5.288729360752393,14.845082556990427,0.9966109921040651,0.3702110552526675,0.06942254127849522,0.6615491744300958,3.2077458721504786,11.202110552526674,2,red
7.843723744309968,0.25177785394688024,2.868408676029579,25.69248858110615,41.50210045520259,0.995538553196902,0.47380776251807116,0.07068408676029579,0.7924684931719611,3.4119038812590357,12.743723744309968,2,red
8.459784110244536,0.40198766344254494,2.023944485491452,3.7198766344254492,14.079814951638173,0.9964319259806552,0.3371987663442545,0.06423944485491452,0.938027757254274,3.201204934622982,10.359938317212725,2,red
10.881405334037556,0.6114571789918456,2.154773824579936,8.93970140230418,33.748748419106754,0.9971170838602977,0.3348743964810354,0.06928642947479613,0.8019095298319743,3.06994993676427,10.749749683821351,2,red
5.721806086115307,0.2013318168152514,2.0773363663694973,22.86681831847486,48.71106056050838,0.9923367360831089,0.45866818318474856,0.06128893943949162,0.74,3.6529751491464357,13.664875745732179,2,red
10.403137943047472,0.5102091962031648,2.4869096925895136,5.141362884263108,15.434548462947568,0.9969116197161032,0.35989540189841757,0.0697172742314738,0.6556545153705243,3.1782725768526214,11.098954018984175,2,red
10.068223602701003,0.48712945875471103,2.577436557239322,5.676903282820352,16.225634427606785,0.9961056730261071,0.392870541245289,0.0713538065656407,0.6657944099324749,3.1612817213803392,11.473832297974246,2,red
6.394974498862217,0.06445408179749486,1.725216840443634,19.94974498862217,72.46186206769303,0.9930395931195392,0.748821427417536,0.052227040898747426,0.7910918364050102,3.5238647955062627,12.827729591012526,2,red
9.23434272031659,0.526868544063318,2.2478090677219646,6.552190932278036,16.447809067721966,0.9954171001405451,0.35521909322780354,0.07503028160949768,0.7929960855760518,3.183131455936682,12.141752745822428,2,red
9.884589200856814,0.4746685529152838,2.570878185744886,5.873654427653413,16.291218142551138,0.995787592008627,0.4053314470847162,0.07174730885530683,0.6703852699785796,3.164560907127557,11.611558099357389,2,red
9.09061830227221,0.42270788681814736,1.9869022103894136,5.7663722370132335,12.934511051947068,0.9956366006364931,0.4036460565909263,0.06846725552597353,0.6806548894805293,3.3032744474026465,11.536460565909262,2,red
6.653267808032572,0.15143208171254077,2.1771358365749185,27.856791828745923,47.04773605708469,0.9931584183878002,0.5085679182874592,0.06295226394291531,0.74,3.566482274968404,13.23241137484202,2,red
5.0677845359444875,0.21853489695091227,1.9322154640555125,18.209180413980977,54.293020609817546,0.9917790819586019,0.4685789174268828,0.05830538660138781,0.7490379381259317,3.7019241237481366,13.875728350768439,2,red
10.623536182924404,0.5249024121949603,2.5708709268283445,5.03641134146457,15.854354634141721,0.9971257208634122,0.35254879390251986,0.06992717731707086,0.6514564536585828,3.157282268292914,11.025487939025199,2,red
7.063537166108047,0.29158842915270117,1.8280385694909962,17.28038569490996,27.645014033829494,0.9938409198098371,0.3684115708472988,0.07203730013563027,0.7056077138981992,3.307292566778391,11.76450140338295,2,red
7.486424896634105,0.20497753790082812,2.1432124483170525,24.070121726746663,36.63799724357614,0.9944574438447521,0.4707012172674666,0.06029637344951158,0.7504525034455298,3.3397962103764067,11.968324758812912,2,red
6.427463527318707,0.1635287396079264,2.1529425207841473,26.64712603920736,47.45095798693088,0.9929592267544561,0.49647126039207357,0.06254904201306911,0.74,3.5874498153204057,13.337249076602028,2,red
8.159047176736738,0.37453962356489845,2.3488891469035695,7.784127352719385,16.784127352719384,0.9928400309093269,0.5097778293807139,0.07492063676359692,0.7135238205815815,3.202158726472806,12.97047641163163,2,red
9.752355740042493,0.5122316701257967,2.1261778700212464,6.184555324946884,16.0,0.9956719236308185,0.3796138831236721,0.07059227766247345,0.6736911064989377,3.1855366597484065,11.888416493710164,2,red
7.266183984383858,0.33283645647359394,1.7047274274559898,3.141822823679695,12.952725725440102,0.9959602896093697,0.3342546847103909,0.06133091992191929,1.0806175474304418,3.2356729129471877,10.080366266751827,2,red
5.551636083411754,0.06531524025294431,1.4483639165882451,12.564245693529527,84.93695194941114,0.992343575430647,0.8153391931117576,0.04620909791470613,0.8135514777882339,3.572897044423532,12.988667180411783,2,red
9.325737224303523,0.5451474448607048,2.5524574143450787,6.247542585654921,16.75245741434508,0.9959593741975342,0.3247542585654921,0.07777211672910571,0.8630652052993681,3.164852555139295,11.898034068523936,2,red
9.308736713081837,0.5039138133702844,1.9043683565409184,6.739079108647704,16.0,0.9949565879498444,0.3934769777161926,0.07086953955432385,0.684781582172954,3.202172373259431,12.304309331485777,2,red
10.662769756587812,0.527473662054173,2.598670348449565,5.0398895465130575,16.013296515504354,0.9971355118998039,0.352526337945827,0.07007977909302612,0.6509307560853047,3.1506648257752174,11.02792268255914,2,red
10.164387654772911,0.5199572685269921,2.332193827386456,5.669515431533861,16.0,0.9963363250933213,0.3667378857883465,0.07033475771576693,0.6633903086306772,3.1700854629460156,11.502136573650395,2,red
5.995607609457976,0.1866638780647513,2.1066722438704972,24.33361219352487,48.22212926882504,0.9925782681412004,0.47333612193524865,0.06177787073117496,0.74,3.6275507219789023,13.53775360989451,2,red
6.128483055811443,0.14420784907943116,1.9055055316457281,12.689325724971447,76.2814626754854,0.99352589868412,0.7351123791714254,0.05258258297468592,0.8291910096662859,3.5117471992519986,12.877022475834286,2,red
6.893752702354991,0.2873438175588748,1.8421872748037509,17.421872748037508,29.484345724487596,0.9936647684286933,0.3726561824411252,0.07104689076373745,0.7084374549607502,3.341249459529002,11.948434572448761,2,red
5.4299801997759936,0.05940831609408275,1.8280079200896027,26.73964359596788,81.81853478342352,0.9909260356404033,0.48019722796863906,0.04624063360716821,0.8087968319641589,3.5308087120985627,14.0,2,red
8.137184364543844,0.38355339225964824,1.940990265168417,3.5355339225964824,13.803300883894723,0.9963213203535579,0.33535533922596483,0.06340990265168417,0.9795048674157916,3.2085786430961405,10.267766961298241,2,red
6.973265398242672,0.1342893536655711,2.2114212926688577,29.571064633442887,46.47631178885237,0.993440701976307,0.5257106463344289,0.06352368821114764,0.74,3.536768213020323,13.083841065101616,2,red
8.125346906382067,0.427520814382924,1.9374930618723587,33.37659576935751,65.00166515063391,0.9934564449613867,0.3199888989957739,0.07437659576935751,0.6712423680595946,3.2574486578554542,12.624847361191891,2,red
8.102507933746317,0.32495089915791586,1.857833509638807,36.09669134943299,79.48164374695509,0.9929456232075997,0.35698292783074387,0.06655506875913474,0.7101163316862666,3.1992657498782036,12.727662787946246,2,red
9.9732675457862,0.5467707489433954,2.711804992955969,5.559024964779845,16.559024964779844,0.9967527800281761,0.3220487517610077,0.07559024964779847,0.8009367404905583,3.15,11.391317475345891,2,red
7.750282632343652,0.44864213072951836,3.517397314396497,15.206506714008757,37.67114682052846,0.9970108906003877,0.3536138674951532,0.07707071978696059,0.8538047985797372,3.3691018710458103,12.861952014202629,2,red
6.879326081842079,0.35869427885318395,2.04945594952216,15.785363281059603,44.807125300173205,0.9934309582332757,0.392799227762812,0.0629673569713296,0.759782379808864,3.512285012006928,12.96142506003464,2,red
7.244155882214869,0.30779220588925654,1.9558441177851311,15.44155882214869,27.89610294462828,0.9946029869121307,0.3755844117785131,0.0599740293993382,0.7467532353355394,3.2322077941107437,11.322077941107436,2,red
10.020419606623621,0.48469464044157473,2.341112231094713,5.323609711131609,14.705561155473564,0.9965398361892915,0.3726526797792126,0.06935278057773679,0.6629443884452644,3.214721942226322,11.226526797792125,2,red
8.224940643293234,0.3620495436520409,2.5116050229747584,7.65184931075725,16.883949770252418,0.9929128436142758,0.5179504563479592,0.0753036986215145,0.7118764839176691,3.194197488512621,12.856294517530074,2,red
8.334527451904634,0.3786226050816272,1.7810376751360453,5.431130254081358,12.189623248639547,0.9953192835288572,0.40293390762244075,0.06667263725952317,0.7677455319422143,3.3272452101632544,11.37764047731277,2,red
10.509715262777283,0.517314350851819,2.527510576296108,5.090611779629865,15.637552881480541,0.997015151969555,0.3563428245740905,0.06981877644074028,0.6536244711851946,3.168122355925973,11.063428245740905,2,red
11.190201640085263,0.6129597541546218,2.147785245929084,8.349663933191227,29.0,0.9976609263939888,0.32827516392482065,0.0678228196743267,0.8043355737787251,2.9713758196241034,10.191610655531871,2,red
9.554741207619593,0.5085263976428673,2.0273706038097967,6.431573490475508,16.0,0.9953532701972866,0.3857893372618877,0.07071578674523775,0.6786314698095102,3.1929472047142653,12.07368011785663,2,red
7.116684095601549,0.0775760744654827,2.020461675473361,27.16684095601549,58.35571994960608,0.9936202412950976,0.656967478741621,0.058788037232741355,0.7648478510690345,3.4910598138362934,12.762119627672586,2,red
8.093684640442685,0.35383461717447756,2.3063153595573147,7.446615313020899,15.616538282552249,0.9931275054852056,0.506796918781254,0.0737864612520836,0.7116992296953134,3.241503851523433,12.71263071911463,2,red
7.498643107356911,0.3739949515764809,2.682612816815796,15.0,32.41306408407898,0.9958207131671155,0.3672010096847038,0.0653859262312172,0.8026633010509873,3.2811959612611847,11.939949515764809,2,red
7.533791092879929,0.344305332551997,1.723842220919995,3.715266627599849,12.76157779080005,0.9957997253442721,0.3514579988279955,0.06266895546439964,1.0022468942280207,3.258610665103994,10.405317755639913,2,red
7.544963222028594,0.2238943084349885,1.9812040275357417,23.160936936215215,31.61056915650115,0.9941827518388986,0.43610569156501144,0.07073832750435664,0.7144963222028593,3.3197297721157266,11.871130471592927,2,red
10.445597436708109,0.5358708283836591,2.63913885589106,5.195694279455299,16.1956942794553,0.9970434445764357,0.340215286027235,0.071956942794553,0.7028374554529309,3.15,11.13698599561871,2,red
8.274541162088873,0.3899388216118497,2.281517655448158,7.68788236492594,16.68788236492594,0.993058507031618,0.4963035310896316,0.0744394118246297,0.7106364709477782,3.2031211763507406,12.912729418955564,2,red
8.68202939569805,0.4225244541178149,2.0548899776184464,12.529951007169917,29.0,0.9958123105546072,0.36078850783354377,0.0603911982094757,0.7764669932855339,3.133942539167719,10.888325167861653,2,red
7.536724398610904,0.3482641362057845,2.1224452358585104,13.622491096591759,27.163321462122344,0.9949771349953029,0.36775547641414896,0.059673357075755315,0.7844890471717021,3.217755476414149,11.361222617929256,2,red
7.01674956723555,0.3017509641297027,2.9375621754266623,19.784273177474105,55.40105068259271,0.9949078634112629,0.4015229419112596,0.06548728553583696,0.8452791594539258,3.405203152047778,13.241625216382225,2,red
8.871468437915588,0.4999395952176804,2.607806704696577,8.162174572163508,19.882899429551344,0.9959963940798627,0.31921932953034227,0.07423420114089732,0.8815613409393155,3.169219329530342,11.603903352348288,2,red
